Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children_In_Home,Campaign_Accepted,Education_Encoded,Marital_Status_Encoded,Customer_Since,Labels
1969,Graduation,With_Partner,65747.0,0,1,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,57,460,19,1,1,1,2,4551,0
1972,Basic,With_Partner,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0,54,429,17,1,0,0,2,4999,0
1988,Graduation,Alone,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,38,89,11,1,0,1,0,4485,0
1952,PhD,With_Partner,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,74,1021,26,1,0,3,2,5065,0
1949,Graduation,With_Partner,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,77,1381,21,0,2,1,2,4932,0
1958,Graduation,Alone,49967.0,0,1,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,68,306,15,1,0,1,0,4793,0
1978,Graduation,Alone,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,48,18,4,3,0,1,0,4727,0
1977,Graduation,With_Partner,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,49,162,9,1,0,1,2,4692,0
1955,Graduation,Alone,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,3,11,0,71,1231,18,0,0,1,0,4750,0
1958,Master,Alone,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,68,13,4,3,0,2,0,4800,0
1945,PhD,With_Partner,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,81,1706,27,0,0,3,2,5038,0
1984,Graduation,With_Partner,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,42,121,11,1,0,1,2,4612,0
1975,PhD,Alone,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,51,1293,20,0,0,3,0,4861,0
1973,PhD,With_Partner,157243.0,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,53,1608,37,1,0,3,2,4557,0
1966,Graduation,With_Partner,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,60,88,9,3,0,1,2,4665,0
1953,Graduation,Alone,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,73,421,18,0,1,1,0,4660,0
1959,Graduation,Alone,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,67,259,12,0,1,1,0,4742,0
1988,Graduation,Alone,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,38,1117,15,0,0,1,0,4676,0
1957,Graduation,With_Partner,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,69,89,9,2,0,1,2,4561,0
1965,Graduation,With_Partner,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,61,36,6,2,0,1,2,4506,0
1982,Graduation,With_Partner,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,57,7,1,0,1,2,4788,0
1970,Graduation,With_Partner,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,56,148,8,2,0,1,2,4506,0
1959,PhD,With_Partner,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,67,93,8,2,0,3,2,4587,0
1967,Graduation,Alone,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,59,119,7,1,1,1,0,4523,0
1975,PhD,With_Partner,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,51,1835,28,1,0,3,2,5092,0
1948,PhD,With_Partner,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,78,1318,25,0,2,3,2,4997,0
1970,PhD,With_Partner,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,56,45,7,2,0,3,2,4474,0
1959,Graduation,With_Partner,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,67,10,4,3,0,1,2,4442,0
1976,PhD,With_Partner,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,50,191,10,1,0,3,2,4486,0
1988,Basic,With_Partner,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,38,57,9,1,0,0,2,4487,0
1946,Master,With_Partner,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,80,1033,24,0,0,2,2,4711,0
1984,Master,With_Partner,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,42,66,6,1,0,2,2,4595,0
1961,Basic,With_Partner,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,65,43,6,0,0,0,2,4451,0
1983,Graduation,With_Partner,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,43,50,5,1,0,1,2,5008,0
1970,PhD,Alone,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,56,39,7,1,0,3,0,4550,0
1966,Graduation,With_Partner,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,60,608,18,1,0,1,2,4768,0
1976,Graduation,With_Partner,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,50,1581,24,0,0,1,2,4904,0
1964,PhD,With_Partner,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,62,68,7,2,0,3,2,4928,0
1978,Basic,With_Partner,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,48,80,5,1,1,0,2,5095,0
1989,PhD,With_Partner,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,37,1282,28,0,0,3,2,4845,0
1900,Basic,Alone,36640.0,1,0,2013-09-26,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,126,65,6,1,0,0,0,4713,1
1988,Graduation,With_Partner,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,38,91,8,1,0,1,2,4832,0
1973,Graduation,With_Partner,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,53,315,16,2,0,1,2,4933,0
1977,Graduation,With_Partner,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,49,31,6,2,0,1,2,4619,0
1980,Master,With_Partner,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,46,834,23,0,0,2,2,4484,0
1954,Graduation,With_Partner,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,72,1600,17,0,1,1,2,4720,0
1954,Graduation,With_Partner,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,72,1270,17,0,0,1,2,4965,0
1973,PhD,Alone,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,53,263,15,2,1,3,0,4527,0
1952,Graduation,Alone,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,74,535,19,1,1,1,0,4437,0
1968,Graduation,Alone,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,58,1295,18,0,0,1,0,4639,0
1978,Graduation,Alone,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,48,1150,29,1,0,1,0,4695,0
1977,PhD,With_Partner,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,49,1240,26,0,3,3,2,5041,0
1965,PhD,Alone,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,61,38,6,2,0,3,0,4784,0
1984,Master,Alone,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,42,35,4,0,1,2,0,5033,0
1988,Graduation,With_Partner,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,38,53,5,1,1,1,2,4640,0
1963,Master,Alone,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,63,293,17,2,0,2,0,4849,0
1966,Graduation,With_Partner,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,60,65,6,1,0,1,2,4458,0
1954,Graduation,Alone,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,72,1804,29,1,1,1,0,5094,0
1956,Graduation,With_Partner,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,70,241,15,1,0,1,2,4892,0
1954,Graduation,With_Partner,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,72,1101,20,0,0,1,2,4540,0
1968,PhD,With_Partner,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,58,264,19,2,0,3,2,5069,0
1974,Master,With_Partner,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,52,541,26,2,0,2,2,4961,0
1985,Graduation,With_Partner,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,41,1198,17,0,0,1,2,4858,0
1977,Graduation,With_Partner,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,49,482,20,1,0,1,2,4526,0
1978,Basic,Alone,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,17,4,3,0,0,0,4485,0
1948,Master,With_Partner,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,78,1615,25,0,2,2,2,4663,0
1954,Master,Alone,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,72,285,12,1,0,2,0,4739,0
1980,Graduation,With_Partner,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,46,1135,28,1,0,1,2,5029,0
1988,Basic,With_Partner,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,38,114,7,1,0,0,2,4516,0
1969,Graduation,With_Partner,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,57,1047,16,0,0,1,2,4664,0
1970,PhD,With_Partner,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,56,714,22,2,0,3,2,4513,0
1980,PhD,With_Partner,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,46,185,13,1,0,3,2,4977,0
1962,Graduation,Alone,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,64,1245,32,1,0,1,0,5096,0
1978,Graduation,With_Partner,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,48,189,12,1,0,1,2,4897,0
1976,Graduation,With_Partner,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,50,576,16,1,0,1,2,5049,0
1952,Graduation,Alone,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,74,1103,18,1,0,1,0,5004,0
1972,PhD,With_Partner,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,54,1753,17,0,0,3,2,5127,0
1986,PhD,With_Partner,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,17,4,1,0,3,2,4570,0
1966,Graduation,Alone,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,60,433,23,2,0,1,0,4903,0
1962,Basic,Alone,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,64,1588,14,1,1,0,0,4977,0
1971,Graduation,With_Partner,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,22,4,1,0,1,2,4847,0
1951,Graduation,Alone,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,75,19,5,0,0,1,0,4511,0
1965,PhD,With_Partner,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,61,1117,29,1,0,3,2,4900,0
1975,Basic,With_Partner,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,51,69,8,1,0,0,2,4639,0
1982,Master,With_Partner,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,23,5,1,0,2,2,4644,0
1958,PhD,Alone,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,68,605,19,1,0,3,0,4705,0
1973,Graduation,Alone,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,53,57,11,1,0,1,0,4622,0
1893,Basic,Alone,60182.0,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,133,22,4,1,0,0,0,4480,0
1968,Graduation,Alone,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,58,2088,22,0,1,1,0,4681,0
1958,Graduation,With_Partner,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,68,1009,16,1,0,1,2,4990,0
1971,Graduation,Alone,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,55,26,5,1,0,1,0,4770,0
1990,Graduation,With_Partner,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,36,1627,22,0,1,1,2,4650,0
1958,Graduation,With_Partner,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,68,1102,31,1,0,1,2,5118,0
1964,PhD,With_Partner,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,62,17,6,2,0,3,2,4461,0
1972,Graduation,With_Partner,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,54,1690,16,1,3,1,2,4842,0
1953,Graduation,With_Partner,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,73,1390,21,1,0,1,2,4973,0
1988,PhD,With_Partner,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,38,2126,20,0,0,3,2,5104,0
1969,Master,With_Partner,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,57,1531,25,1,0,2,2,5045,0
1975,Master,Alone,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,51,64,7,1,0,2,0,4723,0
1985,Graduation,Alone,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,41,26,6,1,0,1,0,4682,0
1974,Graduation,Alone,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,52,1112,29,0,4,1,0,4887,0
1958,Basic,With_Partner,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,68,210,11,0,0,0,2,5082,0
1967,Graduation,With_Partner,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,59,1148,26,2,0,1,2,5106,0
1974,PhD,Alone,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52,33,6,1,0,3,0,5061,0
1961,PhD,With_Partner,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,65,1101,19,1,1,3,2,5058,0
1964,Graduation,Alone,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,62,322,16,1,0,1,0,5052,0
1964,Graduation,Alone,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,62,44,10,2,0,1,0,4827,0
1957,PhD,Alone,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,69,17,4,3,0,3,0,4640,0
1979,Graduation,Alone,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,47,31,6,1,1,1,0,5064,0
1968,PhD,Alone,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,58,845,25,2,0,3,0,4840,0
1970,Master,With_Partner,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,56,275,15,1,0,2,2,4449,0
1978,PhD,With_Partner,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,48,25,4,1,0,3,2,5020,0
1952,Master,With_Partner,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,74,275,17,2,0,2,2,4948,0
1966,Master,With_Partner,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,60,90,11,2,0,2,2,4909,0
1963,Graduation,With_Partner,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,63,1495,19,0,1,1,2,4440,0
1970,PhD,With_Partner,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,56,184,11,2,1,3,2,5059,0
1970,Graduation,With_Partner,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,56,981,13,0,0,1,2,4812,0
1970,Graduation,With_Partner,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,56,67,8,1,0,1,2,4705,0
1953,Graduation,Alone,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,73,1635,14,0,0,1,0,5082,0
1983,Master,Alone,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,43,60,10,1,0,2,0,4538,1
1975,PhD,With_Partner,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,51,231,12,1,0,3,2,4582,0
1960,Graduation,With_Partner,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,66,48,10,2,0,1,2,4521,0
1963,Graduation,Alone,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,63,99,9,2,0,1,0,4945,0
1963,PhD,With_Partner,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,63,770,23,1,0,3,2,4723,0
1956,Graduation,Alone,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,70,957,23,0,0,1,0,4965,0
1981,Master,With_Partner,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,45,818,12,0,0,2,2,4497,0
1986,PhD,Alone,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,40,925,17,0,1,3,0,4890,0
1968,Master,Alone,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,58,908,22,1,0,2,0,4871,0
1981,Basic,With_Partner,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,45,102,10,1,0,0,2,4940,0
1974,PhD,With_Partner,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,52,461,15,1,0,3,2,4557,0
1975,Master,With_Partner,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,51,37,7,2,0,2,2,4510,0
1974,Graduation,With_Partner,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,52,70,7,1,0,1,2,4789,0
1952,Graduation,With_Partner,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,74,930,23,0,0,1,2,4953,0
1956,Master,With_Partner,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,70,859,33,2,0,2,2,4974,0
1966,Graduation,Alone,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,60,1478,22,0,0,1,0,4485,0
1949,Master,Alone,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,77,390,16,0,0,2,0,4818,0
1984,Basic,With_Partner,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,42,52,5,0,1,0,2,4797,0
1969,Graduation,With_Partner,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,57,137,10,1,0,1,2,4621,0
1980,Graduation,With_Partner,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,46,1919,19,0,1,1,2,5043,0
1971,Graduation,With_Partner,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,55,68,9,2,0,1,2,4602,0
1965,Graduation,With_Partner,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,61,25,4,2,0,1,2,4911,0
1952,Master,With_Partner,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,74,1374,23,1,2,2,2,5112,0
1988,Basic,Alone,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,38,32,5,1,0,0,0,4916,0
1986,Master,With_Partner,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,40,100,7,1,0,2,2,4969,0
1982,Graduation,Alone,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,44,825,12,0,0,1,0,4970,0
1965,PhD,Alone,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,61,916,28,1,1,3,0,4541,0
1958,Graduation,Alone,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,68,62,11,2,0,1,0,4511,0
1956,Basic,With_Partner,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,70,728,21,1,0,0,2,4697,0
1978,PhD,With_Partner,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,48,90,7,1,0,3,2,4557,0
1988,Graduation,Alone,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,38,273,13,1,0,1,0,4514,0
1984,Graduation,With_Partner,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,42,66,10,1,0,1,2,4621,0
1961,Master,With_Partner,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,65,1213,23,0,1,2,2,4895,0
